date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-25,9955,佳龍,TW0009955005,103927128,586601,99.43,0.56,100.0,100.0,104513729,2025-06-09,
2025-06-26,9955,佳龍,TW0009955005,103937128,576601,99.44,0.55,100.0,100.0,104513729,2025-06-09,
2025-06-27,9955,佳龍,TW0009955005,103884928,628801,99.39,0.6,100.0,100.0,104513729,2025-06-09,
2025-06-30,9955,佳龍,TW0009955005,103900928,612801,99.41,0.58,100.0,100.0,104513729,2025-06-09,
2025-07-01,9955,佳龍,TW0009955005,103918928,594801,99.43,0.56,100.0,100.0,104513729,2025-06-09,
2025-07-02,9955,佳龍,TW0009955005,103830928,682801,99.34,0.65,100.0,100.0,104513729,2025-06-09,
2025-07-03,9955,佳龍,TW0009955005,103708928,804801,99.22,0.77,100.0,100.0,104513729,2025-06-09,
2025-07-04,9955,佳龍,TW0009955005,103803928,709801,99.32,0.67,100.0,100.0,104513729,2025-06-09,
2025-07-07,9955,佳龍,TW0009955005,103741928,771801,99.26,0.73,100.0,100.0,104513729,2025-06-09,
2025-07-08,9955,佳龍,TW0009955005,103749928,763801,99.26,0.73,100.0,100.0,104513729,2025-06-09,
2025-07-09,9955,佳龍,TW0009955005,103760928,752801,99.27,0.72,100.0,100.0,104513729,2025-06-09,
2025-07-10,9955,佳龍,TW0009955005,103747928,765801,99.26,0.73,100.0,100.0,104513729,2025-06-09,
2025-07-11,9955,佳龍,TW0009955005,103577928,935801,99.1,0.89,100.0,100.0,104513729,2025-06-09,
2025-07-14,9955,佳龍,TW0009955005,103557928,955801,99.08,0.91,100.0,100.0,104513729,2025-06-09,
2025-07-15,9955,佳龍,TW0009955005,103603928,909801,99.12,0.87,100.0,100.0,104513729,2025-06-09,
2025-07-16,9955,佳龍,TW0009955005,103609928,903801,99.13,0.86,100.0,100.0,104513729,2025-06-09,
2025-07-17,9955,佳龍,TW0009955005,103526928,986801,99.05,0.94,100.0,100.0,104513729,2025-06-09,
2025-07-18,9955,佳龍,TW0009955005,103530928,982801,99.05,0.94,100.0,100.0,104513729,2025-06-09,
2025-07-21,9955,佳龍,TW0009955005,103454928,1058801,98.98,1.01,100.0,100.0,104513729,2025-06-09,
2025-07-22,9955,佳龍,TW0009955005,103382928,1130801,98.91,1.08,100.0,100.0,104513729,2025-06-09,
2025-07-23,9955,佳龍,TW0009955005,103128928,1384801,98.67,1.32,100.0,100.0,104513729,2025-06-09,
2025-07-24,9955,佳龍,TW0009955005,103258928,1254801,98.79,1.2,100.0,100.0,104513729,2025-06-09,
2025-07-25,9955,佳龍,TW0009955005,103307928,1205801,98.84,1.15,100.0,100.0,104513729,2025-06-09,
2025-07-28,9955,佳龍,TW0009955005,103296928,1216801,98.83,1.16,100.0,100.0,104513729,2025-06-09,
2025-07-29,9955,佳龍,TW0009955005,103346928,1166801,98.88,1.11,100.0,100.0,104513729,2025-06-09,
2025-07-30,9955,佳龍,TW0009955005,103231928,1281801,98.77,1.22,100.0,100.0,104513729,2025-06-09,
2025-07-31,9955,佳龍,TW0009955005,103292928,1220801,98.83,1.16,100.0,100.0,104513729,2025-06-09,
2025-08-01,9955,佳龍,TW0009955005,103268928,1244801,98.8,1.19,100.0,100.0,104513729,2025-06-09,
2025-08-04,9955,佳龍,TW0009955005,103068928,1444801,98.61,1.38,100.0,100.0,104513729,2025-06-09,
2025-08-05,9955,佳龍,TW0009955005,102912928,1600801,98.46,1.53,100.0,100.0,104513729,2025-06-09,
2025-08-06,9955,佳龍,TW0009955005,102898928,1614801,98.45,1.54,100.0,100.0,104513729,2025-06-09,
2025-08-07,9955,佳龍,TW0009955005,102768928,1744801,98.33,1.66,100.0,100.0,104513729,2025-06-09,
2025-08-08,9955,佳龍,TW0009955005,102498928,2014801,98.07,1.92,100.0,100.0,104513729,2025-06-09,
2025-08-11,9955,佳龍,TW0009955005,102846928,1666801,98.4,1.59,100.0,100.0,104513729,2025-06-09,
2025-08-12,9955,佳龍,TW0009955005,103138928,1374801,98.68,1.31,100.0,100.0,104513729,2025-06-09,
2025-08-13,9955,佳龍,TW0009955005,103363928,1149801,98.89,1.1,100.0,100.0,104513729,2025-06-09,
2025-08-14,9955,佳龍,TW0009955005,103313928,1199801,98.85,1.14,100.0,100.0,104513729,2025-06-09,
2025-08-15,9955,佳龍,TW0009955005,103331928,1181801,98.86,1.13,100.0,100.0,104513729,2025-06-09,
2025-08-18,9955,佳龍,TW0009955005,103504928,1008801,99.03,0.96,100.0,100.0,104513729,2025-06-09,
2025-08-19,9955,佳龍,TW0009955005,103472928,1040801,99.0,0.99,100.0,100.0,104513729,2025-06-09,
2025-08-20,9955,佳龍,TW0009955005,103476928,1036801,99.0,0.99,100.0,100.0,104513729,2025-06-09,
2025-08-21,9955,佳龍,TW0009955005,103404928,1108801,98.93,1.06,100.0,100.0,104513729,2025-06-09,
2025-08-22,9955,佳龍,TW0009955005,103387928,1125801,98.92,1.07,100.0,100.0,104513729,2025-06-09,
2025-08-25,9955,佳龍,TW0009955005,103301928,1211801,98.84,1.15,100.0,100.0,104513729,2025-06-09,
2025-08-26,9955,佳龍,TW0009955005,103196928,1316801,98.74,1.25,100.0,100.0,104513729,2025-06-09,
2025-08-27,9955,佳龍,TW0009955005,102870928,1642801,98.42,1.57,100.0,100.0,104513729,2025-06-09,
2025-08-28,9955,佳龍,TW0009955005,102590928,1922801,98.16,1.83,100.0,100.0,104513729,2025-06-09,
2025-08-29,9955,佳龍,TW0009955005,102807928,1705801,98.36,1.63,100.0,100.0,104513729,2025-06-09,
2025-09-01,9955,佳龍,TW0009955005,102775928,1737801,98.33,1.66,100.0,100.0,104513729,2025-06-09,
2025-09-02,9955,佳龍,TW0009955005,102746928,1766801,98.3,1.69,100.0,100.0,104513729,2025-06-09,
2025-09-03,9955,佳龍,TW0009955005,103088928,1424801,98.63,1.36,100.0,100.0,104513729,2025-06-09,
2025-09-04,9955,佳龍,TW0009955005,102835928,1677801,98.39,1.6,100.0,100.0,104513729,2025-06-09,
2025-09-05,9955,佳龍,TW0009955005,102535928,1977801,98.1,1.89,100.0,100.0,104513729,2025-06-09,
2025-09-08,9955,佳龍,TW0009955005,102823928,1689801,98.38,1.61,100.0,100.0,104513729,2025-06-09,
2025-09-09,9955,佳龍,TW0009955005,102704928,1808801,98.26,1.73,100.0,100.0,104513729,2025-06-09,
2025-09-10,9955,佳龍,TW0009955005,102620928,1892801,98.18,1.81,100.0,100.0,104513729,2025-06-09,
2025-09-11,9955,佳龍,TW0009955005,102720928,1792801,98.28,1.71,100.0,100.0,104513729,2025-06-09,
2025-09-12,9955,佳龍,TW0009955005,102551928,1961801,98.12,1.87,100.0,100.0,104513729,2025-06-09,
2025-09-15,9955,佳龍,TW0009955005,102516928,1996801,98.08,1.91,100.0,100.0,104513729,2025-06-09,
2025-09-16,9955,佳龍,TW0009955005,102474928,2038801,98.04,1.95,100.0,100.0,104513729,2025-06-09,
2025-09-17,9955,佳龍,TW0009955005,102421178,2092551,97.99,2.0,100.0,100.0,104513729,2025-06-09,
2025-09-18,9955,佳龍,TW0009955005,102498178,2015551,98.07,1.92,100.0,100.0,104513729,2025-06-09,
2025-09-19,9955,佳龍,TW0009955005,102496178,2017551,98.06,1.93,100.0,100.0,104513729,2025-06-09,
2025-09-22,9955,佳龍,TW0009955005,102056178,2457551,97.64,2.35,100.0,100.0,104513729,2025-06-09,
2025-09-23,9955,佳龍,TW0009955005,101821178,2654551,97.45,2.54,100.0,100.0,104475729,2025-09-23, <a href='https://mopsov.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>
2025-09-24,9955,佳龍,TW0009955005,101871178,2604551,97.5,2.49,100.0,100.0,104475729,2025-09-23,
