date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,9955,Taiwan,96834000,8,2024
2024-10-01,9955,Taiwan,88398000,9,2024
2024-11-01,9955,Taiwan,98950000,10,2024
2024-12-01,9955,Taiwan,85361000,11,2024
2025-01-01,9955,Taiwan,97140000,12,2024
2025-02-01,9955,Taiwan,81744000,1,2025
2025-03-01,9955,Taiwan,69106000,2,2025
2025-04-01,9955,Taiwan,122827000,3,2025
2025-05-01,9955,Taiwan,127736000,4,2025
2025-06-01,9955,Taiwan,130650000,5,2025
2025-07-01,9955,Taiwan,162889000,6,2025
2025-08-01,9955,Taiwan,117399000,7,2025
2025-09-01,9955,Taiwan,128509000,8,2025
