date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,2023,Taiwan,5186500000,8,2024
2024-10-01,2023,Taiwan,5821470000,9,2024
2024-11-01,2023,Taiwan,5820903000,10,2024
2024-12-01,2023,Taiwan,5858926000,11,2024
2025-01-01,2023,Taiwan,6132182000,12,2024
2025-02-01,2023,Taiwan,6155275000,1,2025
2025-03-01,2023,Taiwan,5639906000,2,2025
2025-04-01,2023,Taiwan,6752249000,3,2025
2025-05-01,2023,Taiwan,6435100000,4,2025
2025-06-01,2023,Taiwan,6243685000,5,2025
2025-07-01,2023,Taiwan,5417210000,6,2025
2025-08-01,2023,Taiwan,5156077000,7,2025
2025-09-01,2023,Taiwan,5574426000,8,2025
